OrderID,OrderDate,City,CustomerID,ProductID,Quantity,SalesAmount
O00498,2025-02-16,Hyderabad,C095,P032,3,2592
O00499,2025-07-09,Pune,C229,P024,4,6548
O00500,2025-08-14,Kolkata,C135,P003,3,3273
O00501,2025-10-16,Mumbai,C078,P015,3,7884
O00502,2025-02-13,Ahmedabad,C278,P049,1,3674
O00503,2025-04-27,Mumbai,C199,P027,5,11370
O00504,2025-10-02,Kolkata,C294,P034,4,22380
O00505,2025-06-03,Delhi,C203,P016,4,11476
O00506,2025-09-15,Pune,C062,P046,1,823
O00507,2025-03-30,Pune,C109,P049,4,14696
O00508,2025-01-22,Hyderabad,C041,P013,2,11688
O00509,2025-04-14,Pune,C133,P044,4,7736
O00510,2025-02-14,Hyderabad,C285,P021,1,2081
O00511,2025-06-16,Chennai,C267,P026,5,21030
O00512,2025-12-25,Hyderabad,C058,P030,1,3972
O00513,2025-03-17,Delhi,C055,P027,2,4548
O00514,2025-05-27,Ahmedabad,C211,P037,1,6144
O00515,2025-12-02,Kolkata,C293,P017,4,6528
O00516,2025-01-20,Pune,C142,P039,4,12004
O00517,2025-11-13,Hyderabad,C020,P026,2,8412
O00518,2025-12-20,Bengaluru,C026,P026,3,12618
O00519,2025-05-18,Ahmedabad,C011,P048,4,6964
O00520,2025-06-09,Chennai,C252,P022,3,2544
O00521,2025-04-27,Pune,C154,P045,1,4952
O00522,2025-06-14,Chennai,C214,P048,4,6964
O00523,2025-04-07,Kolkata,C109,P039,1,3001
O00524,2025-09-22,Ahmedabad,C029,P027,4,9096
O00525,2025-02-03,Chennai,C260,P033,2,14602
O00526,2025-09-26,Mumbai,C089,P026,2,8412
O00527,2025-01-30,Bengaluru,C017,P013,2,11688
O00528,2025-07-04,Bengaluru,C141,P030,1,3972
O00529,2025-09-16,Hyderabad,C064,P024,4,6548
O00530,2025-05-04,Ahmedabad,C251,P044,1,1934
O00531,2025-04-01,Kolkata,C283,P039,4,12004
O00532,2025-03-25,Chennai,C047,P023,3,16971
O00533,2025-07-17,Mumbai,C084,P019,1,6732
O00534,2025-04-24,Bengaluru,C106,P037,2,12288
O00535,2025-09-20,Mumbai,C005,P018,4,23184
O00536,2025-11-28,Pune,C005,P031,2,6638
O00537,2025-11-08,Chennai,C141,P015,3,7884
O00538,2025-06-28,Kolkata,C130,P028,4,25992
O00539,2025-06-04,Hyderabad,C300,P014,4,13240
O00540,2025-09-19,Ahmedabad,C288,P007,1,5961
O00541,2025-11-08,Chennai,C153,P042,5,13700
O00542,2025-09-04,Delhi,C173,P044,1,1934
O00543,2025-05-22,Chennai,C153,P018,3,17388
O00544,2025-09-22,Bengaluru,C030,P013,2,11688
O00545,2025-12-05,Ahmedabad,C072,P039,4,12004
O00546,2025-12-02,Kolkata,C152,P047,1,2636
O00547,2025-07-27,Hyderabad,C019,P017,4,6528
O00548,2025-04-08,Ahmedabad,C114,P038,5,4170
O00549,2025-11-23,Kolkata,C184,P044,5,9670
O00550,2025-03-29,Pune,C151,P033,3,21903
O00551,2025-03-07,Chennai,C287,P007,4,23844
O00552,2025-12-15,Ahmedabad,C046,P049,2,7348
O00553,2025-04-25,Chennai,C216,P015,3,7884
O00554,2025-05-14,Chennai,C238,P022,3,2544
O00555,2025-01-28,Delhi,C242,P008,4,12904
O00556,2025-03-03,Hyderabad,C272,P013,5,29220
O00557,2025-01-28,Pune,C071,P020,4,24708
O00558,2025-07-29,Kolkata,C074,P013,3,17532
O00559,2025-02-11,Kolkata,C171,P021,2,4162
O00560,2025-06-10,Mumbai,C003,P041,2,1984
O00561,2025-04-18,Pune,C296,P029,3,6306
O00562,2025-09-08,Delhi,C067,P049,2,7348
O00563,2025-11-21,Hyderabad,C207,P040,4,2932
O00564,2025-07-16,Mumbai,C020,P028,4,25992
O00565,2025-07-11,Mumbai,C165,P035,2,12658
O00566,2025-04-08,Mumbai,C003,P049,5,18370
O00567,2025-04-26,Ahmedabad,C160,P041,2,1984
O00568,2025-07-16,Chennai,C086,P009,1,1266
O00569,2025-06-02,Chennai,C234,P005,1,5333
O00570,2025-11-02,Ahmedabad,C223,P047,5,13180
O00571,2025-06-25,Kolkata,C184,P044,2,3868
O00572,2025-03-26,Hyderabad,C010,P049,2,7348
O00573,2025-03-09,Bengaluru,C012,P015,2,5256
O00574,2025-03-28,Delhi,C188,P038,5,4170
O00575,2025-07-12,Chennai,C274,P046,1,823
O00576,2025-11-01,Mumbai,C056,P040,1,733
O00577,2025-01-25,Delhi,C214,P042,1,2740
O00578,2025-03-05,Chennai,C243,P029,4,8408
O00579,2025-04-16,Mumbai,C155,P045,2,9904
O00580,2025-12-06,Chennai,C071,P027,1,2274
O00581,2025-09-19,Delhi,C145,P027,1,2274
O00582,2025-09-12,Bengaluru,C103,P008,1,3226
O00583,2025-09-25,Bengaluru,C184,P050,3,16152
O00584,2025-06-01,Pune,C021,P046,4,3292
O00585,2025-04-17,Kolkata,C170,P036,4,14636
O00586,2025-01-07,Delhi,C057,P016,1,2869
O00587,2025-03-18,Delhi,C262,P037,4,24576
O00588,2025-05-12,Bengaluru,C234,P005,1,5333
O00589,2025-08-26,Mumbai,C052,P019,3,20196
O00590,2025-05-29,Ahmedabad,C161,P012,1,2556
O00591,2025-02-18,Mumbai,C005,P028,1,6498
O00592,2025-06-18,Ahmedabad,C225,P009,2,2532
O00593,2025-02-17,Ahmedabad,C176,P040,3,2199
O00594,2025-07-25,Hyderabad,C234,P012,1,2556
O00595,2025-12-20,Kolkata,C216,P018,4,23184
O00596,2025-02-27,Pune,C031,P042,2,5480
O00597,2025-08-02,Kolkata,C292,P011,1,1044
O00598,2025-04-03,Hyderabad,C184,P044,4,7736
O00599,2025-12-17,Pune,C248,P040,1,733
O00600,2025-07-30,Kolkata,C024,P032,1,864
O00601,2025-12-02,Ahmedabad,C007,P005,3,15999
O00602,2025-10-23,Bengaluru,C174,P046,5,4115
O00603,2025-12-19,Delhi,C222,P034,5,27975
O00604,2025-09-04,Ahmedabad,C198,P043,2,10088
O00605,2025-11-10,Mumbai,C006,P010,5,9730
O00606,2025-09-16,Kolkata,C254,P042,2,5480
O00607,2025-09-09,Ahmedabad,C124,P011,1,1044
O00608,2025-01-26,Bengaluru,C282,P022,3,2544
O00609,2025-07-26,Bengaluru,C041,P042,4,10960
O00610,2025-10-21,Kolkata,C046,P030,4,15888
O00611,2025-06-11,Delhi,C255,P032,4,3456
O00612,2025-02-22,Hyderabad,C212,P048,1,1741
O00613,2025-10-09,Mumbai,C047,P003,5,5455
O00614,2025-11-23,Chennai,C261,P039,5,15005
O00615,2025-12-02,Kolkata,C175,P036,2,7318
O00616,2025-04-25,Kolkata,C170,P024,1,1637
O00617,2025-11-04,Kolkata,C187,P036,5,18295
O00618,2025-02-28,Delhi,C114,P046,4,3292
O00619,2025-07-01,Chennai,C281,P001,3,747
O00620,2025-12-26,Delhi,C024,P034,3,16785
O00621,2025-03-13,Hyderabad,C055,P011,4,4176
O00622,2025-04-11,Bengaluru,C062,P017,5,8160
O00623,2025-08-23,Bengaluru,C174,P026,2,8412
O00624,2025-01-24,Delhi,C231,P007,4,23844
O00625,2025-09-16,Pune,C256,P030,5,19860
O00626,2025-01-25,Hyderabad,C300,P001,5,1245
O00627,2025-04-01,Pune,C066,P031,5,16595
O00628,2025-12-03,Ahmedabad,C259,P007,4,23844
O00629,2025-11-08,Bengaluru,C141,P025,4,13596
O00630,2025-05-31,Kolkata,C069,P026,3,12618
O00631,2025-11-05,Chennai,C281,P009,4,5064
O00632,2025-11-20,Bengaluru,C103,P021,5,10405
O00633,2025-05-29,Ahmedabad,C068,P014,5,16550
O00634,2025-09-15,Ahmedabad,C060,P046,2,1646
O00635,2025-10-15,Kolkata,C299,P049,3,11022
O00636,2025-12-12,Chennai,C217,P037,4,24576
O00637,2025-02-24,Mumbai,C196,P001,5,1245
O00638,2025-12-10,Mumbai,C103,P010,1,1946
O00639,2025-05-27,Chennai,C075,P018,2,11592
O00640,2025-04-15,Mumbai,C184,P004,3,13323
O00641,2025-11-12,Bengaluru,C288,P029,1,2102
O00642,2025-09-19,Chennai,C025,P025,2,6798
O00643,2025-08-02,Ahmedabad,C283,P025,4,13596
O00644,2025-05-09,Bengaluru,C227,P004,1,4441
O00645,2025-10-29,Bengaluru,C100,P015,3,7884
O00646,2025-04-01,Delhi,C096,P019,4,26928
O00647,2025-03-03,Hyderabad,C021,P012,5,12780
O00648,2025-10-12,Chennai,C067,P028,3,19494
O00649,2025-05-11,Mumbai,C170,P011,5,5220
O00650,2025-01-21,Pune,C166,P030,2,7944
O00651,2025-11-17,Chennai,C252,P039,1,3001
O00652,2025-07-03,Delhi,C163,P037,5,30720
O00653,2025-04-05,Delhi,C259,P034,2,11190
O00654,2025-10-06,Hyderabad,C048,P011,4,4176
O00655,2025-04-20,Ahmedabad,C170,P023,2,11314
O00656,2025-04-22,Kolkata,C288,P024,3,4911
O00657,2025-02-28,Ahmedabad,C229,P049,1,3674
O00658,2025-11-15,Bengaluru,C021,P016,5,14345
O00659,2025-07-15,Delhi,C198,P044,3,5802
O00660,2025-05-25,Mumbai,C265,P017,5,8160
O00661,2025-09-21,Kolkata,C250,P050,3,16152
O00662,2025-11-30,Bengaluru,C165,P003,3,3273
O00663,2025-02-19,Pune,C276,P033,1,7301
O00664,2025-11-17,Delhi,C108,P035,1,6329
O00665,2025-12-17,Hyderabad,C054,P043,2,10088
O00666,2025-12-26,Hyderabad,C037,P014,5,16550
O00667,2025-01-13,Kolkata,C170,P048,2,3482
O00668,2025-02-07,Mumbai,C092,P003,1,1091
O00669,2025-02-06,Bengaluru,C133,P017,5,8160
O00670,2025-08-19,Hyderabad,C222,P027,4,9096
O00671,2025-07-19,Delhi,C274,P021,1,2081
O00672,2025-02-02,Mumbai,C038,P001,5,1245
O00673,2025-02-24,Chennai,C155,P023,5,28285
O00674,2025-05-25,Kolkata,C196,P039,1,3001
O00675,2025-08-31,Pune,C274,P026,1,4206
O00676,2025-07-20,Chennai,C074,P015,2,5256
O00677,2025-01-06,Pune,C064,P020,3,18531
O00678,2025-10-21,Hyderabad,C276,P003,1,1091
O00679,2025-06-06,Bengaluru,C177,P036,1,3659
O00680,2025-11-27,Pune,C083,P014,4,13240
O00681,2025-11-12,Chennai,C100,P012,2,5112
O00682,2025-12-10,Mumbai,C282,P008,2,6452
O00683,2025-02-07,Chennai,C035,P030,5,19860
O00684,2025-04-12,Kolkata,C170,P017,1,1632
O00685,2025-12-10,Bengaluru,C052,P023,2,11314
O00686,2025-02-05,Bengaluru,C163,P019,5,33660
O00687,2025-06-18,Chennai,C300,P032,4,3456
O00688,2025-10-18,Ahmedabad,C162,P010,5,9730
O00689,2025-01-03,Ahmedabad,C127,P028,2,12996
O00690,2025-05-22,Ahmedabad,C069,P015,4,10512
O00691,2025-09-03,Kolkata,C229,P044,3,5802
O00692,2025-09-07,Delhi,C090,P023,3,16971
O00693,2025-02-11,Chennai,C072,P042,5,13700
O00694,2025-05-15,Delhi,C039,P035,2,12658
O00695,2025-11-20,Mumbai,C298,P002,5,18685
O00696,2025-10-30,Bengaluru,C019,P038,4,3336
O00697,2025-10-06,Kolkata,C077,P036,3,10977
O00698,2025-04-25,Chennai,C069,P024,4,6548
O00699,2025-09-19,Delhi,C204,P030,5,19860
O00700,2025-01-06,Bengaluru,C085,P024,5,8185
O00701,2025-03-13,Kolkata,C082,P049,5,18370
O00702,2025-10-17,Pune,C248,P012,5,12780
O00703,2025-04-23,Kolkata,C119,P023,1,5657
O00704,2025-07-09,Bengaluru,C022,P005,3,15999
O00705,2025-09-23,Ahmedabad,C199,P043,2,10088
O00706,2025-01-24,Mumbai,C166,P031,4,13276
O00707,2025-11-21,Chennai,C135,P007,5,29805
O00708,2025-10-19,Pune,C193,P038,5,4170
O00709,2025-07-07,Delhi,C265,P042,4,10960
O00710,2025-04-25,Hyderabad,C181,P017,4,6528
O00711,2025-09-04,Mumbai,C257,P023,4,22628
O00712,2025-03-26,Bengaluru,C040,P009,4,5064
O00713,2025-04-19,Pune,C096,P033,3,21903
O00714,2025-11-05,Delhi,C118,P011,3,3132
O00715,2025-02-28,Kolkata,C246,P027,3,6822
O00716,2025-10-30,Pune,C211,P031,2,6638
O00717,2025-01-23,Pune,C294,P002,2,7474
O00718,2025-03-10,Mumbai,C294,P038,2,1668
O00719,2025-03-27,Chennai,C093,P010,1,1946
O00720,2025-11-03,Mumbai,C146,P034,4,22380
O00721,2025-08-18,Kolkata,C247,P006,2,12064
O00722,2025-07-30,Pune,C299,P011,2,2088
O00723,2025-11-16,Chennai,C086,P050,2,10768
O00724,2025-08-21,Delhi,C118,P047,3,7908
O00725,2025-03-09,Delhi,C009,P025,4,13596
O00726,2025-09-16,Hyderabad,C077,P013,5,29220
O00727,2025-04-01,Kolkata,C020,P039,1,3001
O00728,2025-03-02,Delhi,C247,P035,5,31645
O00729,2025-11-05,Mumbai,C221,P043,2,10088
O00730,2025-07-09,Mumbai,C272,P034,4,22380
O00731,2025-09-04,Hyderabad,C180,P028,2,12996
O00732,2025-02-20,Hyderabad,C069,P038,5,4170
O00733,2025-04-30,Delhi,C146,P017,4,6528
O00734,2025-07-29,Chennai,C097,P039,5,15005
O00735,2025-10-23,Delhi,C267,P001,1,249
O00736,2025-12-02,Bengaluru,C162,P001,4,996
O00737,2025-02-24,Pune,C219,P027,3,6822
O00738,2025-05-10,Chennai,C275,P042,5,13700
O00739,2025-07-07,Chennai,C204,P028,5,32490
O00740,2025-07-31,Kolkata,C092,P049,2,7348
O00741,2025-10-12,Kolkata,C130,P024,5,8185
O00742,2025-06-26,Hyderabad,C071,P020,5,30885
O00743,2025-04-28,Kolkata,C083,P043,1,5044
O00744,2025-09-18,Hyderabad,C174,P007,2,11922
O00745,2025-12-23,Mumbai,C083,P036,5,18295
O00746,2025-02-16,Pune,C242,P025,1,3399
O00747,2025-02-15,Delhi,C135,P039,4,12004
O00748,2025-02-10,Mumbai,C197,P015,3,7884
O00749,2025-12-02,Chennai,C030,P026,5,21030
O00750,2025-11-24,Kolkata,C225,P050,2,10768
O00751,2025-12-03,Chennai,C100,P001,2,498
O00752,2025-09-19,Bengaluru,C087,P003,5,5455
O00753,2025-07-04,Bengaluru,C001,P044,1,1934
O00754,2025-05-22,Hyderabad,C181,P011,1,1044
O00755,2025-07-27,Bengaluru,C266,P043,4,20176
O00756,2025-02-16,Chennai,C287,P001,1,249
O00757,2025-06-27,Chennai,C116,P038,3,2502
O00758,2025-08-21,Hyderabad,C295,P039,2,6002
O00759,2025-03-31,Hyderabad,C260,P001,3,747
O00760,2025-02-07,Chennai,C175,P007,5,29805
O00761,2025-05-12,Chennai,C227,P008,5,16130
O00762,2025-09-05,Bengaluru,C174,P025,5,16995
O00763,2025-12-15,Kolkata,C015,P050,4,21536
O00764,2025-05-13,Delhi,C196,P031,1,3319
O00765,2025-12-13,Bengaluru,C162,P041,2,1984
O00766,2025-09-22,Mumbai,C135,P027,3,6822
O00767,2025-02-17,Hyderabad,C176,P016,3,8607
O00768,2025-04-02,Kolkata,C161,P005,5,26665
O00769,2025-10-21,Chennai,C094,P023,2,11314
O00770,2025-09-13,Bengaluru,C121,P048,2,3482
O00771,2025-05-16,Bengaluru,C118,P048,2,3482
O00772,2025-11-13,Ahmedabad,C080,P013,2,11688
O00773,2025-03-03,Delhi,C253,P050,1,5384
O00774,2025-10-05,Mumbai,C247,P040,1,733
O00775,2025-06-11,Kolkata,C295,P024,5,8185
O00776,2025-04-04,Chennai,C204,P018,4,23184
O00777,2025-03-07,Mumbai,C270,P015,5,13140
O00778,2025-10-04,Mumbai,C258,P028,4,25992
O00779,2025-12-18,Pune,C235,P023,4,22628
O00780,2025-08-24,Ahmedabad,C005,P008,5,16130
O00781,2025-07-14,Delhi,C167,P001,2,498
O00782,2025-05-13,Pune,C281,P024,5,8185
O00783,2025-05-18,Kolkata,C176,P017,2,3264
O00784,2025-09-13,Hyderabad,C108,P024,2,3274
O00785,2025-07-06,Hyderabad,C144,P027,3,6822
O00786,2025-10-20,Pune,C295,P029,2,4204
O00787,2025-02-21,Chennai,C121,P044,2,3868
O00788,2025-07-15,Bengaluru,C075,P036,4,14636
O00789,2025-08-31,Mumbai,C091,P048,2,3482
O00790,2025-03-10,Ahmedabad,C250,P027,4,9096
O00791,2025-10-15,Mumbai,C204,P020,3,18531
O00792,2025-01-31,Bengaluru,C131,P007,2,11922
O00793,2025-08-19,Ahmedabad,C134,P031,1,3319
O00794,2025-10-14,Chennai,C177,P024,3,4911
O00795,2025-03-04,Ahmedabad,C102,P002,4,14948
O00796,2025-11-29,Pune,C146,P037,5,30720
O00797,2025-12-11,Kolkata,C229,P023,3,16971
O00798,2025-11-11,Chennai,C238,P006,4,24128
O00799,2025-03-27,Ahmedabad,C216,P041,2,1984
O00800,2025-10-20,Hyderabad,C037,P041,5,4960
O00801,2025-06-25,Bengaluru,C161,P006,2,12064
O00802,2025-12-30,Chennai,C203,P021,3,6243
O00803,2025-07-05,Kolkata,C212,P018,4,23184
O00804,2025-01-12,Pune,C121,P011,2,2088
O00805,2025-12-25,Delhi,C108,P043,3,15132
O00806,2025-02-22,Delhi,C033,P011,4,4176
O00807,2025-01-28,Mumbai,C204,P031,5,16595
O00808,2025-02-23,Chennai,C080,P034,1,5595
O00809,2025-06-08,Bengaluru,C127,P006,4,24128
O00810,2025-08-15,Pune,C068,P048,3,5223
O00811,2025-01-15,Mumbai,C183,P034,2,11190
O00812,2025-08-28,Chennai,C281,P021,4,8324
O00813,2025-12-24,Pune,C234,P029,2,4204
O00814,2025-08-11,Chennai,C178,P041,5,4960
O00815,2025-04-27,Delhi,C227,P031,5,16595
O00816,2025-07-31,Chennai,C080,P020,3,18531
O00817,2025-01-01,Pune,C177,P020,1,6177
O00818,2025-10-01,Mumbai,C252,P019,4,26928
O00819,2025-06-03,Mumbai,C221,P049,4,14696
O00820,2025-04-29,Mumbai,C281,P019,5,33660
O00821,2025-07-30,Hyderabad,C203,P024,2,3274
O00822,2025-11-27,Hyderabad,C194,P016,2,5738
O00823,2025-02-10,Hyderabad,C123,P015,3,7884
O00824,2025-12-22,Chennai,C146,P034,5,27975
O00825,2025-05-18,Hyderabad,C097,P042,5,13700
O00826,2025-03-11,Chennai,C057,P005,2,10666
O00827,2025-11-13,Kolkata,C140,P041,4,3968
O00828,2025-09-09,Bengaluru,C165,P045,5,24760
O00829,2025-01-26,Mumbai,C096,P002,2,7474
O00830,2025-05-18,Pune,C225,P007,3,17883
O00831,2025-04-30,Delhi,C078,P047,1,2636
O00832,2025-04-22,Ahmedabad,C216,P001,4,996
O00833,2025-07-10,Kolkata,C017,P020,4,24708
O00834,2025-03-16,Mumbai,C137,P022,1,848
O00835,2025-02-06,Kolkata,C093,P050,4,21536
O00836,2025-07-15,Mumbai,C063,P013,3,17532
O00837,2025-07-17,Kolkata,C127,P050,2,10768
O00838,2025-04-12,Kolkata,C049,P048,1,1741
O00839,2025-08-31,Hyderabad,C160,P034,2,11190
O00840,2025-11-19,Mumbai,C282,P021,2,4162
O00841,2025-05-10,Kolkata,C153,P034,1,5595
O00842,2025-01-27,Bengaluru,C058,P013,3,17532
O00843,2025-06-16,Mumbai,C086,P016,4,11476
O00844,2025-03-03,Hyderabad,C125,P018,5,28980
O00845,2025-10-25,Kolkata,C080,P001,1,249
O00846,2025-05-08,Pune,C256,P024,1,1637
O00847,2025-06-23,Mumbai,C031,P006,5,30160
O00848,2025-12-26,Delhi,C065,P023,2,11314
O00849,2025-06-12,Ahmedabad,C225,P032,2,1728
O00850,2025-01-11,Hyderabad,C184,P047,2,5272
O00851,2025-05-09,Mumbai,C249,P047,2,5272
O00852,2025-10-14,Chennai,C278,P046,4,3292
O00853,2025-04-08,Pune,C279,P045,4,19808
O00854,2025-08-28,Chennai,C284,P023,3,16971
O00855,2025-09-29,Pune,C231,P011,1,1044
O00856,2025-10-05,Ahmedabad,C233,P019,3,20196
O00857,2025-07-14,Pune,C010,P001,5,1245
O00858,2025-11-14,Bengaluru,C165,P040,3,2199
O00859,2025-12-04,Hyderabad,C098,P047,1,2636
O00860,2025-10-10,Pune,C145,P034,4,22380
O00861,2025-11-25,Ahmedabad,C057,P021,4,8324
O00862,2025-12-04,Delhi,C023,P007,5,29805
O00863,2025-01-17,Bengaluru,C055,P009,2,2532
O00864,2025-02-20,Mumbai,C293,P032,2,1728
O00865,2025-12-03,Kolkata,C270,P042,4,10960
O00866,2025-05-12,Mumbai,C188,P040,5,3665
O00867,2025-02-06,Mumbai,C107,P015,5,13140
O00868,2025-02-10,Kolkata,C032,P042,4,10960
O00869,2025-08-01,Ahmedabad,C030,P024,5,8185
O00870,2025-09-28,Mumbai,C037,P040,3,2199
O00871,2025-04-21,Delhi,C052,P020,1,6177
O00872,2025-09-30,Hyderabad,C098,P047,2,5272
O00873,2025-12-03,Bengaluru,C292,P013,5,29220
O00874,2025-10-13,Hyderabad,C055,P041,2,1984
O00875,2025-07-03,Kolkata,C219,P050,5,26920
O00876,2025-04-03,Hyderabad,C259,P007,2,11922
O00877,2025-10-01,Kolkata,C181,P022,2,1696
O00878,2025-06-16,Ahmedabad,C212,P021,5,10405
O00879,2025-06-15,Bengaluru,C289,P049,4,14696
O00880,2025-07-12,Chennai,C185,P035,2,12658
O00881,2025-07-23,Mumbai,C018,P029,4,8408
O00882,2025-01-09,Pune,C155,P019,5,33660
O00883,2025-04-24,Bengaluru,C162,P001,3,747
O00884,2025-10-11,Pune,C049,P002,3,11211
O00885,2025-07-02,Pune,C071,P003,4,4364
O00886,2025-10-26,Bengaluru,C120,P017,3,4896
O00887,2025-02-17,Hyderabad,C292,P017,3,4896
O00888,2025-06-16,Kolkata,C089,P014,1,3310
O00889,2025-02-18,Chennai,C020,P032,5,4320
O00890,2025-07-15,Delhi,C029,P047,5,13180
O00891,2025-06-28,Hyderabad,C214,P050,3,16152
O00892,2025-12-01,Mumbai,C196,P008,2,6452
O00893,2025-09-26,Mumbai,C164,P004,3,13323
O00894,2025-03-18,Ahmedabad,C258,P035,5,31645
O00895,2025-03-20,Mumbai,C202,P045,2,9904
O00896,2025-10-22,Delhi,C114,P029,5,10510
O00897,2025-07-21,Pune,C068,P028,3,19494
O00898,2025-09-01,Mumbai,C281,P022,1,848
O00899,2025-02-13,Hyderabad,C257,P026,3,12618
O00900,2025-03-11,Kolkata,C287,P028,2,12996
O00901,2025-07-22,Bengaluru,C288,P013,4,23376
O00902,2025-05-07,Bengaluru,C037,P040,5,3665
O00903,2025-06-15,Delhi,C058,P018,4,23184
O00904,2025-08-05,Ahmedabad,C179,P043,4,20176
O00905,2025-06-26,Mumbai,C157,P013,3,17532
O00906,2025-11-12,Kolkata,C075,P011,3,3132
O00907,2025-04-30,Bengaluru,C192,P029,1,2102
O00908,2025-02-27,Mumbai,C125,P010,1,1946
O00909,2025-05-28,Mumbai,C176,P040,2,1466
O00910,2025-06-06,Kolkata,C242,P045,1,4952
O00911,2025-04-18,Bengaluru,C105,P002,3,11211
O00912,2025-05-13,Kolkata,C073,P035,5,31645
O00913,2025-07-12,Mumbai,C131,P045,1,4952
O00914,2025-05-26,Bengaluru,C139,P011,1,1044
O00915,2025-12-02,Mumbai,C035,P004,4,17764
O00916,2025-12-06,Ahmedabad,C056,P025,3,10197
O00917,2025-11-29,Hyderabad,C119,P002,3,11211
O00918,2025-12-30,Delhi,C162,P025,5,16995
O00919,2025-09-30,Delhi,C096,P032,5,4320
O00920,2025-08-23,Mumbai,C021,P013,5,29220
O00921,2025-06-06,Ahmedabad,C251,P016,5,14345
O00922,2025-01-10,Ahmedabad,C181,P026,2,8412
O00923,2025-05-01,Chennai,C032,P023,3,16971
O00924,2025-07-18,Mumbai,C285,P041,3,2976
O00925,2025-03-19,Ahmedabad,C202,P018,2,11592
O00926,2025-02-14,Hyderabad,C267,P043,2,10088
O00927,2025-11-17,Bengaluru,C214,P044,5,9670
O00928,2025-03-20,Hyderabad,C160,P016,5,14345
O00929,2025-08-18,Pune,C106,P039,3,9003
O00930,2025-10-25,Bengaluru,C071,P042,2,5480
O00931,2025-03-11,Hyderabad,C075,P020,5,30885
O00932,2025-03-22,Ahmedabad,C035,P042,5,13700
O00933,2025-03-02,Pune,C163,P036,5,18295
O00934,2025-06-13,Hyderabad,C211,P010,1,1946
O00935,2025-11-23,Chennai,C078,P020,4,24708
O00936,2025-02-24,Pune,C095,P050,2,10768
O00937,2025-11-12,Chennai,C291,P002,5,18685
O00938,2025-11-02,Bengaluru,C119,P040,2,1466
O00939,2025-07-03,Delhi,C245,P044,1,1934
O00940,2025-11-06,Kolkata,C192,P009,5,6330
O00941,2025-09-09,Kolkata,C071,P012,4,10224
O00942,2025-04-26,Mumbai,C210,P011,2,2088
O00943,2025-05-19,Hyderabad,C114,P049,1,3674
O00944,2025-04-15,Delhi,C091,P048,2,3482
O00945,2025-09-08,Ahmedabad,C235,P029,5,10510
O00946,2025-07-27,Mumbai,C195,P016,4,11476
O00947,2025-07-21,Mumbai,C267,P047,3,7908
O00948,2025-08-22,Mumbai,C126,P007,4,23844
O00949,2025-07-22,Mumbai,C286,P034,5,27975
O00950,2025-11-19,Mumbai,C098,P025,5,16995
O00951,2025-07-23,Chennai,C147,P019,4,26928
O00952,2025-08-05,Chennai,C028,P030,2,7944
O00953,2025-03-14,Kolkata,C232,P045,5,24760
O00954,2025-02-27,Pune,C300,P006,5,30160
O00955,2025-03-11,Hyderabad,C212,P045,5,24760
O00956,2025-01-13,Pune,C233,P021,4,8324
O00957,2025-08-21,Delhi,C129,P038,2,1668
O00958,2025-03-05,Delhi,C059,P021,2,4162
O00959,2025-11-21,Ahmedabad,C044,P046,4,3292
O00960,2025-09-19,Pune,C194,P034,4,22380
O00961,2025-01-23,Pune,C172,P036,4,14636
O00962,2025-03-25,Pune,C092,P037,2,12288
O00963,2025-08-03,Chennai,C159,P050,1,5384
O00964,2025-05-28,Pune,C061,P047,4,10544
O00965,2025-01-02,Chennai,C007,P009,2,2532
O00966,2025-09-13,Mumbai,C253,P030,4,15888
O00967,2025-10-29,Kolkata,C233,P016,2,5738
O00968,2025-02-10,Mumbai,C126,P027,4,9096
O00969,2025-11-14,Bengaluru,C026,P036,3,10977
O00970,2025-01-29,Ahmedabad,C019,P012,2,5112
O00971,2025-12-08,Chennai,C170,P010,1,1946
O00972,2025-02-25,Hyderabad,C092,P006,1,6032
O00973,2025-11-09,Pune,C234,P011,3,3132
O00974,2025-07-04,Mumbai,C048,P048,5,8705
O00975,2025-06-15,Ahmedabad,C195,P050,3,16152
O00976,2025-10-09,Delhi,C150,P005,4,21332
O00977,2025-03-04,Chennai,C169,P031,2,6638
O00978,2025-09-26,Bengaluru,C108,P034,4,22380
O00979,2025-02-25,Delhi,C248,P040,1,733
O00980,2025-12-28,Chennai,C219,P047,5,13180
O00981,2025-05-13,Ahmedabad,C067,P039,3,9003
O00982,2025-09-12,Kolkata,C253,P040,5,3665
O00983,2025-04-30,Chennai,C100,P012,5,12780
O00984,2025-01-13,Kolkata,C061,P001,1,249
O00985,2025-11-12,Hyderabad,C212,P048,2,3482
O00986,2025-06-29,Bengaluru,C006,P003,3,3273
O00987,2025-12-20,Chennai,C131,P041,2,1984
O00988,2025-06-03,Ahmedabad,C004,P005,3,15999
O00989,2025-06-24,Hyderabad,C292,P008,3,9678
O00990,2025-03-31,Bengaluru,C170,P040,1,733
O00991,2025-08-31,Mumbai,C070,P022,4,3392
O00992,2025-11-18,Kolkata,C275,P031,2,6638
O00993,2025-07-31,Mumbai,C267,P022,4,3392
O00994,2025-12-14,Ahmedabad,C285,P020,5,30885
O00995,2025-04-17,Ahmedabad,C182,P035,1,6329
O00996,2025-05-24,Mumbai,C174,P005,2,10666
